,lat,lng,title,rating,coordinate
22,35.7294,139.7089,ブロッコリー＆ビーフ ブロビー 池袋南口店,4.7,"(35.7294, 139.7089)"
38,35.712,139.7079,ホーミーズ Homeys,,"(35.712, 139.7079)"
44,35.7113,139.7116,大阪王将 西早稲田店 Osaka Ohsho Nishiwaseda,4.7,"(35.7113, 139.7116)"
50,35.7116,139.7041,ゴンチャ 高田馬場店 Gong Cha Takadanobaba,4.8,"(35.7116, 139.7041)"
52,35.7154,139.7055,りんご飴専門店 AppleSugar-本店-高田馬場店,4.7,"(35.7154, 139.7055)"
54,35.7267,139.7027,飲む焼きいも 西池袋店 Drink Yakiimo Ikebukuro,,"(35.7267, 139.7027)"
131,35.7303,139.707,PHO TRUNG,4.6,"(35.7303, 139.707)"
140,35.7291,139.7051,ペッシュ・ドゥ・ヒョータン Pêche de Hyotan,,"(35.7291, 139.7051)"
141,35.7299,139.7138,幸せのパンケーキ池袋店 A HappyPancake Ikebukuro,4.5,"(35.7299, 139.7138)"
152,35.7273,139.7121,天丼てんや 南池袋 Tendon tenya Minamiikebukuro,4.6,"(35.7273, 139.7121)"
153,35.7137,139.705,から揚げ専門店 鳥乃山 高田馬場店,,"(35.7137, 139.705)"
26,35.7131,139.701,カレーハウス CoCo壱番屋 新宿高田馬場 Curry House CoCo Ichibanya Shinjuku Takadanobaba,4.8,"(35.7131, 139.701)"
71,35.7131,139.701,カレーハウス CoCo壱番屋 新宿高田馬場 Curry House CoCo Ichibanya Shinjuku Takadanobaba,4.8,"(35.7131, 139.701)"
11,35.715,139.6877,クリスピーチキンアンドトマト 中井店 CRISPY CHICKEN n' TOMATO Nakai,4.4,"(35.715, 139.6877)"
18,35.729,139.7096,スープストック トーキョー ルミネ池袋 Soup Stock Tokyo Lumine Ikebukuro,4.7,"(35.729, 139.7096)"
73,35.7156,139.7056,すき家 高田馬場駅北店 Sukiya Takadanobaba Station North,4.7,"(35.7156, 139.7056)"
96,35.729,139.7096,スープストック トーキョー ルミネ池袋 Soup Stock Tokyo Lumine Ikebukuro,4.7,"(35.729, 139.7096)"
101,35.715,139.6877,クリスピーチキンアンドトマト 中井店 CRISPY CHICKEN n' TOMATO Nakai,4.4,"(35.715, 139.6877)"
106,35.7122,139.7071,フレッシュネスバーガー 高田馬場店 Freshness Burger Takadanobaba,4.8,"(35.7122, 139.7071)"
108,35.7267,139.6946,モスバーガー 椎名町駅前店 Mos Burger SHIINAMACHI EKIMAE,4.4,"(35.7267, 139.6946)"
124,35.7267,139.695,ロッテリア 椎名町店 LOTTERIA Shiinamachi,4.4,"(35.7267, 139.695)"
129,35.7339,139.6981,マイカリー食堂 要町店,4.7,"(35.7339, 139.6981)"
138,35.7293,139.7154,ふわとろオムライス専門店「神田たまごけん」東池袋店 Omurice shop Kanda Tamagoken Higashiikebukuro,,"(35.7293, 139.7154)"
13,35.7303,139.684,マイア　マイア MIA MIA,,"(35.7303, 139.684)"
29,35.7115,139.6963,COCOチキン COCO Chicken Korean  Style Fried Chicken,,"(35.7115, 139.6963)"
33,35.7271,139.6935,東京一番オムライス　Tokyo Ichiban Omurice,4.1,"(35.7271, 139.6935)"
35,35.7271,139.6935,東京一番タコライス　Tokyo Ichiban Tacos Rice,4.5,"(35.7271, 139.6935)"
46,35.7144,139.687,やきとり にしだ屋 中井店 Nishidaya Nakai,4.5,"(35.7144, 139.687)"
47,35.7133,139.7048,だし茶漬け えん 高田馬場メトロピア店 Dashichazuke EN Takadanobaba Metro Pia,4.7,"(35.7133, 139.7048)"
48,35.7132,139.7032,バインミー☆サンドイッチ 高田馬場店 Banhmi Sandwich Takadanobaba,,"(35.7132, 139.7032)"
52,35.7156,139.7056,すき家 高田馬場駅北店 Sukiya Takadanobaba Station North,4.7,"(35.7156, 139.7056)"
69,35.7221,139.6982,ローソン Ｈ新宿下落合四丁目,4.6,"(35.7221, 139.6982)"
79,35.7287,139.6827,クリスピーチキンアンドトマト 南長崎店 CRISPY CHICKEN n' TOMATO Minaminagasaki,4.7,"(35.7287, 139.6827)"
109,35.7221,139.6982,ローソン Ｈ新宿下落合四丁目,4.6,"(35.7221, 139.6982)"
51,35.715,139.6865,クレープショップ シフォン crepe shop chiffon,4.5,"(35.715, 139.6865)"
4,35.7287,139.6827,クリスピーチキンアンドトマト 南長崎店 CRISPY CHICKEN n' TOMATO Minaminagasaki,4.7,"(35.7287, 139.6827)"
34,35.7221,139.6945,ドミノ・ピザ 下落合目白通り店 Domino's Pizza Shimo Ochiai Mejirodori Store,4.8,"(35.7221, 139.6945)"
59,35.7487,139.7021,チェミチキン 大山店,4.6,"(35.7487, 139.7021)"
71,35.7335,139.6977,キッチンオリジン 要町１丁目店 Kitchen Origin Kanamecho,4.6,"(35.7335, 139.6977)"
99,35.749,139.7023,牛たんとろろ麦めし　ねぎしデリキッチン大山駅前店 gyutan tororo mugimesi negishi delikitchen oyama ekimae,,"(35.749, 139.7023)"
124,35.735,139.6974,ピザーラスタイル豊島中央 PIZZA-LA STYLE Toshima Chūō,4.7,"(35.735, 139.6974)"
142,35.7489,139.7031,いきなり！ステーキ 大山 Ikinari Steak Oyama,4.1,"(35.7489, 139.7031)"
154,35.7279,139.7083,油そば春日亭　池袋本店　Ａｂｕｒａｓｏｂａ　ｋａｓｕｇａｔｅｉ　Ikebukurohonten,4.6,"(35.7279, 139.7083)"
156,35.737,139.6902,宮崎辛麺 響 豊島要町,3.5,"(35.737, 139.6902)"
41,35.7223,139.7051,自家製熟成麺 吉岡【豚ラーメン 二郎 インスパイア】 RAMEN YOSHIOKA,4.2,"(35.7223, 139.7051)"
43,35.7137,139.7043,油そば春日亭 高田馬場駅前店 Aburasoba Kasugatei -Takadanobabaekimaeten-,,"(35.7137, 139.7043)"
45,35.7226,139.7044,カレーハウス CoCo壱番屋 JR目白駅前通 Curry House CoCo Ichibanya JR Mejiro Stationdori,4.7,"(35.7226, 139.7044)"
54,35.7393,139.6874,ココス 千川 COCO'S Senkawa,4.8,"(35.7393, 139.6874)"
61,35.7298,139.7097,MeetFresh鮮芋仙　エソラ池袋店,,"(35.7298, 139.7097)"
83,35.7285,139.7087,モスバーガー 東武池袋店 Mos Burger TOBU IKEBUKURO,4.5,"(35.7285, 139.7087)"
90,35.7226,139.7044,カレーハウス CoCo壱番屋 JR目白駅前通 Curry House CoCo Ichibanya JR Mejiro Stationdori,4.7,"(35.7226, 139.7044)"
121,35.7294,139.7089,ねばねば丼専門店 お玄さんのねばとろ丼 池袋南口店 Ogen’s Nevatoro Don,,"(35.7294, 139.7089)"
130,35.732,139.7105,小魏鴨脖店池袋店 xiaoweiyabo ikebukuroten,,"(35.732, 139.7105)"
151,35.7313,139.7093,新潟カツ丼 タレカツ 池袋西口店 - 食べログとんかつ百名店2021選出店 -  ,,"(35.7313, 139.7093)"
154,35.749,139.703,丸亀製麺大山,4.5,"(35.749, 139.703)"
7,35.7323,139.7089,チーズキンパ専門店 ジョウンキンパ 池袋店 Joen-Gimbap Ikebukuro cheese gimbap restaurant,4.5,"(35.7323, 139.7089)"
23,35.7291,139.6839,Meat &  Vegetable タコライスマニア　東長崎店,4.3,"(35.7291, 139.6839)"
24,35.7313,139.7096,サブウェイ 池袋西口店 SUBWAY Ikebukuro Nishiguchi,4.6,"(35.7313, 139.7096)"
31,35.7271,139.7123,スターバックス コーヒー 南池袋店 Starbucks Coffee Minamiikebukuro,4.8,"(35.7271, 139.7123)"
39,35.7156,139.6945,タピオカ三太子 Tapioca Santaizu,,"(35.7156, 139.6945)"
40,35.7289,139.7045,東武ストア 西池袋店,4.7,"(35.7289, 139.7045)"
42,35.7228,139.7037,西五ソルロンタン （서쪽오설렁탕）seojjog o seolleongtang 目白店,,"(35.7228, 139.7037)"
67,35.7292,139.7131,てけてけ 池袋東口2号店 Teketeke Ikebukuro Higashiguchi 2Go,,"(35.7292, 139.7131)"
70,35.6966,139.6906,サンマルクカフェ 住友不動産新宿グランドタワー店 Saintmarccafe Sumitomo Fudosan Shinjuku Grand Tower,,"(35.6966, 139.6906)"
73,35.7225,139.7046,ケンタッキーフライドチキン 目白店 Kentucky Fried Chicken Mejiro,4.7,"(35.7225, 139.7046)"
74,35.7271,139.7123,スターバックス コーヒー 南池袋店 Starbucks Coffee Minamiikebukuro,4.8,"(35.7271, 139.7123)"
75,35.7313,139.7063,バーガーキング 池袋立教通り店 Burger King IKEBUKURO RIKKYO DORI,4.7,"(35.7313, 139.7063)"
79,35.7145,139.7034,銀だこ酒場高田馬場店,4.6,"(35.7145, 139.7034)"
85,35.7304,139.7076,蒙古タンメン中本 西池袋店 Moukotanmen Nakamoto Nishiikebukuro,,"(35.7304, 139.7076)"
100,35.7317,139.7131,スシロー 池袋駅東口,4.4,"(35.7317, 139.7131)"
110,35.7337,139.7096,やよい軒 池袋劇場通り店,4.8,"(35.7337, 139.7096)"
113,35.7224,139.7048,大阪王将 目白店 Osaka Oshou Mejiro,4.6,"(35.7224, 139.7048)"
115,35.7291,139.6839,横浜家系らーめん　竹中家　東長崎店,3.9,"(35.7291, 139.6839)"
121,35.7223,139.7051,自家製熟成麺 吉岡【豚ラーメン 二郎 インスパイア】 RAMEN YOSHIOKA,4.2,"(35.7223, 139.7051)"
131,35.7315,139.7078,クリスピー・クリーム・ドーナツ Echika池袋店 Krispy Kreme Doughnuts Echika Ikebukuro,4.7,"(35.7315, 139.7078)"
145,35.7326,139.7103,天下一品 池袋西口店,4.4,"(35.7326, 139.7103)"
148,35.7328,139.7093,TikTea抖茶，台湾唐揚げ専門店 池袋店,4.6,"(35.7328, 139.7093)"
149,35.7292,139.6829,究極のブロッコリーと鶏胸肉 東長崎店 The ultimate broccoli & chicken breast Higashi-nagasaki,4.6,"(35.7292, 139.6829)"
150,35.7281,139.7129,小吃城堡　XiaoChiChengBao,4.5,"(35.7281, 139.7129)"
21,35.7315,139.7081,スープストック トーキョーEchika池袋店 Soup Stock Tokyo Echika Ikebukuro,4.7,"(35.7315, 139.7081)"
28,35.7298,139.6829,マクドナルド 東長崎駅前店 McDonald's HIGASHI-NAGASAKI EKI-MAE,4.7,"(35.7298, 139.6829)"
55,35.733,139.7106,安楽亭 池袋北口,,"(35.733, 139.7106)"
62,35.7298,139.6829,マクドナルド 東長崎駅前店 McDonald's HIGASHI-NAGASAKI EKI-MAE,4.7,"(35.7298, 139.6829)"
80,35.7315,139.7081,スープストック トーキョーEchika池袋店 Soup Stock Tokyo Echika Ikebukuro,4.7,"(35.7315, 139.7081)"
106,35.7323,139.7106,溶岩焼きビビンパ専門店「ファルファサン」 豊島西池袋店 Farfasan Toshima Nishi Ikebukuro,,"(35.7323, 139.7106)"
6,35.7353,139.6928,キッチンダーノ 池袋店 Kitchen Dano Ikebukuro,4.5,"(35.7353, 139.6928)"
7,35.7291,139.6839,横浜家系らーめん　竹中家　東長崎店,3.9,"(35.7291, 139.6839)"
14,35.7225,139.6768,【低温調理の鶏ユッケ丼】鶏愛飯！チキンベース 中野店,4.7,"(35.7225, 139.6768)"
15,35.7312,139.6744,スワディスト SWADISTHA,,"(35.7312, 139.6744)"
16,35.7135,139.6662,ピザハット 中野新井店 Pizza Hut NAKANOARAI,4.6,"(35.7135, 139.6662)"
19,35.7392,139.7106,デニーズ 北池袋店 Denny's KITAIKEBUKURO,4.6,"(35.7392, 139.7106)"
28,35.7084,139.6653,台湾唐揚げ 横濱炸雞排 中野店　 Yokohamazhajipai Nakano store,,"(35.7084, 139.6653)"
41,35.7224,139.6767,スラパデリのお惣菜,4.8,"(35.7224, 139.6767)"
46,35.7291,139.6839,あご出汁とろろ うみとやま 東長崎店,4.3,"(35.7291, 139.6839)"
51,35.7225,139.6768,麺大盛り無料!!【たっぷり野菜のサラダ麺】塩まぜそば 清花,,"(35.7225, 139.6768)"
52,35.7225,139.6768,ライス無料!!【背脂たっぷり！】塩にんにくラーメン 新軌郎,,"(35.7225, 139.6768)"
55,35.7448,139.6732,安楽亭 練馬小竹町,,"(35.7448, 139.6732)"
59,35.694,139.6942,サンマルクカフェ プラスR 西鉄イン新宿,,"(35.694, 139.6942)"
61,35.7093,139.6811,ローソン 東中野ギンザ通り店 Lawson Higashinakano Ginzadori,4.8,"(35.7093, 139.6811)"
65,35.7093,139.6811,ローソン 東中野ギンザ通り店 Lawson Higashinakano Ginzadori,4.8,"(35.7093, 139.6811)"
66,35.6975,139.6795,バーガーキング 中野坂上店 Burger King NAKANO SAKAUE,4.6,"(35.6975, 139.6795)"
97,35.719,139.6525,ドイドイケバブ 野方店 DOYDOY KEBAB NOGATA,,"(35.719, 139.6525)"
98,35.7102,139.6849,バーミヤン 東中野店 Bamiyan Higashi Nakano,4.6,"(35.7102, 139.6849)"
108,35.7301,139.6838,大阪王将 東長崎店,4.5,"(35.7301, 139.6838)"
109,35.7186,139.6526,溢茶 YI CHA Restauran,,"(35.7186, 139.6526)"
110,35.7156,139.6721,東京煮干屋本舗　RYOMA本店 Tokyo Niboshiyahonpo Ryoma Honten,,"(35.7156, 139.6721)"
133,35.7082,139.6658,インド定食 ターリー屋 中野サンモール店 Thaliya nakanosunmall ten,,"(35.7082, 139.6658)"
135,35.7075,139.6654,天丼てんや 中野 Tendon tenya Nakano,4.6,"(35.7075, 139.6654)"
138,35.7229,139.6837,壱角家 落合南長崎 Ichikakuya Ochiaiminaminagasaki,4.6,"(35.7229, 139.6837)"
45,35.7274,139.6934,ガッツリどんぶりパーティー,,"(35.7274, 139.6934)"
53,35.7102,139.6849,バーミヤン 東中野店 Bamiyan Higashi Nakano,4.6,"(35.7102, 139.6849)"
61,35.7324,139.6704,マルエツ 新江古田駅前,4.5,"(35.7324, 139.6704)"
3,35.7122,139.7071,フレッシュネスバーガー 高田馬場店 Freshness Burger Takadanobaba,4.8,"(35.7122, 139.7071)"
4,35.7215,139.6789,かつ丼屋 のぶお 落合店,4.8,"(35.7215, 139.6789)"
9,35.7305,139.6837,ケバブ・トルコ料理・エリジュスケバブ 東長崎駅前店 Erciyes Kebab 東長崎駅前店,,"(35.7305, 139.6837)"
26,35.7322,139.7145,デニーズ 池袋明治通り Denny's IKEBUKUROMEIJIDOORI,4.6,"(35.7322, 139.7145)"
36,35.7375,139.69,ThreeStar海南鶏飯 千川店,4.9,"(35.7375, 139.69)"
40,35.7385,139.6548,クレープ専門店 CREPE FACTORY 練馬北口店,2.1,"(35.7385, 139.6548)"
43,35.7291,139.6839,和スイーツファクトリー東長崎店 NAGOMI SWEETS FACTORY,4.2,"(35.7291, 139.6839)"
45,35.7503,139.7036,弘大505トゥンワッフル 大山店,4.4,"(35.7503, 139.7036)"
59,35.7077,139.6875,柿家すし 東中野店,4.4,"(35.7077, 139.6875)"
60,35.7299,139.6845,ローソン 長崎四丁目,4.4,"(35.7299, 139.6845)"
61,35.7306,139.7165,しゃぶ葉 池袋サンシャイン６０通店 Shabuyo Ikebukuro Sunshine 60-dori,4.7,"(35.7306, 139.7165)"
92,35.7299,139.6845,ローソン 長崎四丁目,4.4,"(35.7299, 139.6845)"
97,35.7305,139.6851,caféカテイ堂 café KATEIDO,4.7,"(35.7305, 139.6851)"
116,35.7383,139.6526,カントンの思い出ペダルチキン練馬店,,"(35.7383, 139.6526)"
125,35.7522,139.7105,魚丼 仲宿店 uodon nakajyukuten,,"(35.7522, 139.7105)"
127,35.7019,139.6998,過橋米线 ＆ 麻辣香鍋 新大久保専門店 Spicy incense pot Cross Bridge Rice Noodles senmonten,,"(35.7019, 139.6998)"
129,35.7243,139.6826,ドトールコーヒーショップアイテラス落合南長崎店,4.8,"(35.7243, 139.6826)"
138,35.7054,139.6519,エリックサウス高円寺 カレー＆ビリヤニセンター ERICK SOUTH KOENJI CURRY&BIRYANI CENTRE,,"(35.7054, 139.6519)"
139,35.7374,139.6717,【黒糖タピ・白タピ】藍鵲 Lan Che江古田店,,"(35.7374, 139.6717)"
4,35.6784,139.6704,デニーズ 幡ヶ谷 Denny's HATAGAYA,4.6,"(35.6784, 139.6704)"
12,35.728,139.6142,Mr.ジャジャン井荻店　Mr.jyajyanioguten,4.4,"(35.728, 139.6142)"
22,35.7066,139.6662,油そば 春日亭 中野店 aburasoba kasugatei nakanoten,,"(35.7066, 139.6662)"
27,35.7056,139.6501,デニーズ 高円寺駅前店,,"(35.7056, 139.6501)"
36,35.7073,139.662,FLOWS GRILL | BAR 中野セントラルパーク店,4.5,"(35.7073, 139.662)"
44,35.7271,139.6813,BADASARANG (韓国チキン、料理、チュロス専門店),4.6,"(35.7271, 139.6813)"
46,35.7296,139.6833,一〇八 抹茶茶廊 東長崎店 Ichimaruhachi  Matcha  Sarou   Higashinagasaki,4.7,"(35.7296, 139.6833)"
67,35.7296,139.6831,カレーハウス CoCo壱番屋 西武東長崎駅前店 Curry House CoCo Ichibanya Seibu Higashinagasaki station,4.5,"(35.7296, 139.6831)"
71,35.7049,139.6662,バーガーキング 中野駅南口店 Burger King NAKANOEKI MINAMIGUCHI,4.7,"(35.7049, 139.6662)"
76,35.7084,139.6662,餃子の王将 中野,4.6,"(35.7084, 139.6662)"
96,35.728,139.7134,はなまるうどん 南池袋二丁目店 Hanamaru Udon MINAMI-IKEBUKURO 2 CHOME,4.8,"(35.728, 139.7134)"
110,35.7073,139.6835,吉野家 東中野駅前店 Yoshinoya HIGASHINAKANO-EKIMAE,4.6,"(35.7073, 139.6835)"
122,35.7081,139.6667,麺匠ようすけ 中野本店 Mensho Yousuke Nakanohonten,4.7,"(35.7081, 139.6667)"
123,35.7111,139.6671,あずまや 新井薬師店 AZUMAYA ARAIYAKUSHI,,"(35.7111, 139.6671)"
124,35.7063,139.6496,TexMexDiner バーボンハウス Tex Mex Diner Bourbonhouse,4.6,"(35.7063, 139.6496)"
131,35.7053,139.6681,「本場アメリカ仕込み」ポカタコス 中野店 POCA TACO'S nakano,,"(35.7053, 139.6681)"
139,35.7067,139.6873,ちよだ鮨 ユニゾンモール東中野,4.7,"(35.7067, 139.6873)"
142,35.7135,139.6662,ピザハット 中野新井店 Pizza Hut NAKANOARAI,4.6,"(35.7135, 139.6662)"
39,35.71,139.6835,ドミノ・ピザ 東中野店 Domino's Pizza Higashinakano Store,4.6,"(35.71, 139.6835)"
132,35.6971,139.6688,べじはん 新中野店,,"(35.6971, 139.6688)"
4,35.6997,139.6947,かつ丼屋 のぶお 西新宿店,4.4,"(35.6997, 139.6947)"
15,35.7075,139.6654,天丼てんや 中野 Tendon tenya Nakano,4.6,"(35.7075, 139.6654)"
21,35.7052,139.6472,치킨 ～The Chicken～ 高円寺南店,3.2,"(35.7052, 139.6472)"
22,35.7086,139.6801,グルメドッグ Gourmetdog,4.3,"(35.7086, 139.6801)"
62,35.7083,139.6652,はなまるうどん 中野通り店 Hanamaru Udon NAKANODORI,4.7,"(35.7083, 139.6652)"
71,35.7076,139.6654,牛たん とろろ 麦めし ねぎし 中野店,4.8,"(35.7076, 139.6654)"
75,35.6928,139.6954,サブウェイ 新宿野村ビル店 SUBWAY Shinjuku Nomura Building,4.7,"(35.6928, 139.6954)"
119,35.7102,139.6659,天下一品 中野店,4.4,"(35.7102, 139.6659)"
120,35.7045,139.6495,伝説のすた丼屋 高円寺店 Densetsu no Sutadonya Koenji,4.6,"(35.7045, 139.6495)"
123,35.7038,139.6656,から好し 中野南口店 Karayoshi Nakano Minamiguchi,4.8,"(35.7038, 139.6656)"
11,35.7365,139.6513,伝説のすた丼屋 練馬店,4.5,"(35.7365, 139.6513)"
12,35.737,139.6711,魚丼 江古田店 Uodon Ekodaten,,"(35.737, 139.6711)"
22,35.7376,139.6729,知茶楽 江古田店 chichara ekoda,,"(35.7376, 139.6729)"
24,35.7237,139.6489,デニーズ 野方店 Denny's NOGATA,4.7,"(35.7237, 139.6489)"
25,35.734,139.6814,ピザハット 東長崎店 Pizza Hut HIGASHINAGASAKI,4.6,"(35.734, 139.6814)"
37,35.7226,139.6769,具沢山とん汁 地元野菜の豚汁専門店【スラパデリ】,3.9,"(35.7226, 139.6769)"
59,35.7096,139.6547,柿家すし 中野中央店 Kakiya Sushi Nakanochuo,4.6,"(35.7096, 139.6547)"
77,35.7087,139.6665,ラーメン豚山 中野店 RamenBUTAYAMA Nakano,4.5,"(35.7087, 139.6665)"
102,35.7079,139.666,すしざんまい 中野店,4.8,"(35.7079, 139.666)"
116,35.7324,139.7097,楽楽屋本店 Rakurakuyahonntenn,,"(35.7324, 139.7097)"
122,35.7284,139.6549,ジョナサン 豊玉店 Jonathan's Toyotama,4.5,"(35.7284, 139.6549)"
130,35.7373,139.6734,タリーズコーヒー 江古田,,"(35.7373, 139.6734)"
140,35.7187,139.6533,炭火焼肉丼　牛めし家　野方店,,"(35.7187, 139.6533)"
0,35.7369,139.6732,ケンタッキーフライドチキン江古田南口店,4.6,"(35.7369, 139.6732)"
44,35.7378,139.6539,Lemson's Crepe 練馬店 Lemson's Crepe Nerima,4.3,"(35.7378, 139.6539)"
60,35.7306,139.6684,ローソン 中野江原町二丁目,4.8,"(35.7306, 139.6684)"
61,35.7215,139.6789,さぬきうどん どんぶり 博好 落合店,4.1,"(35.7215, 139.6789)"
63,35.7028,139.666,ケンタッキーフライドチキン中野五差路店,4.7,"(35.7028, 139.666)"
64,35.7306,139.6684,ローソン 中野江原町二丁目,4.8,"(35.7306, 139.6684)"
72,35.7071,139.6618,丸亀製麺 中野セントラルパーク,4.4,"(35.7071, 139.6618)"
74,35.737,139.6711,魚丼 江古田店 Uodon Ekodaten,,"(35.737, 139.6711)"
78,35.7312,139.6744,スワディスト SWADISTHA,,"(35.7312, 139.6744)"
82,35.7291,139.6839,東京つけ麺研究所 東長崎店,,"(35.7291, 139.6839)"
83,35.7224,139.6767,スラパデリのお惣菜,4.8,"(35.7224, 139.6767)"
84,35.7099,139.6666,ディバン ケバブ Divan Kebab,4.6,"(35.7099, 139.6666)"
90,35.7157,139.6716,マイカリー食堂 新井薬師前店 My Curry Shokudo Araiyakushi,4.7,"(35.7157, 139.6716)"
97,35.7084,139.6657,新潟カツ丼タレカツ中野店【食べログとんかつ百名店】 Niigata-Katsudon Tarekatsu NAKANO,,"(35.7084, 139.6657)"
100,35.7322,139.71,羊小厨 YANGXIAOCHU,,"(35.7322, 139.71)"
119,35.7084,139.6656,回転寿司みさき　中野サンモール北店（旧海鮮三崎港）,4.5,"(35.7084, 139.6656)"
120,35.7096,139.6665,スープカレーガラク 中野店 soup curry GARAKU nakanoten,,"(35.7096, 139.6665)"
130,35.7205,139.6631,鶏白湯ラーメン専門店 鶏吟沼袋店,,"(35.7205, 139.6631)"
135,35.7048,139.6652,クリスピー・クリーム・ドーナツ 中野マルイ店 Krispy Kreme Doughnuts Nakano Marui,4.9,"(35.7048, 139.6652)"
141,35.7188,139.653,松乃家 野方店 Matsunoya Nogata,4.6,"(35.7188, 139.653)"
4,35.7373,139.6517,フレッシュネスバーガー 練馬店 Freshness Burger Nerima,4.7,"(35.7373, 139.6517)"
53,35.7243,139.6826,サーティワン アイスクリーム iTerrace 落合南長崎店 31 IceCream iTerrace Ochiai-Minaminagasaki,4.8,"(35.7243, 139.6826)"
